,state,population,medIncome,medFamInc,perCapInc,NumUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,ViolentCrimesPerPop,CrimeCategory
1355,34,0.0,0.69,0.69,0.62,0.0,0.19,0.23,0.61,0.14,0.63,0.08,Low
1356,9,0.01,1.0,1.0,1.0,0.0,0.06,0.06,1.0,0.11,0.51,0.02,Low
1357,56,0.01,0.37,0.4,0.33,0.01,0.19,0.29,0.22,0.3,0.62,0.27,Medium
1358,42,0.0,0.4,0.42,0.35,0.01,0.18,0.33,0.4,0.31,0.57,0.15,Low
1359,54,0.01,0.17,0.22,0.22,0.02,0.5,0.56,0.26,0.55,0.32,0.16,Low
1360,47,0.11,0.23,0.2,0.21,0.08,0.25,0.31,0.29,0.39,0.62,0.47,High
1361,48,0.0,0.11,0.13,0.14,0.03,0.66,0.66,0.19,0.58,0.28,0.12,Low
1362,25,0.13,0.18,0.22,0.2,0.12,1.0,0.95,0.12,0.67,0.36,0.26,Medium
1363,42,0.0,0.67,0.64,0.56,0.0,0.12,0.19,0.58,0.12,0.72,0.02,Low
1364,34,0.12,0.1,0.07,0.07,0.28,0.69,0.9,0.08,1.0,0.16,1.0,High
1365,48,0.01,0.36,0.35,0.31,0.01,0.17,0.25,0.21,0.2,0.52,0.06,Low
1366,29,0.0,0.34,0.42,0.57,0.01,0.22,0.23,0.67,0.22,0.61,0.31,Medium
1367,48,0.01,0.16,0.15,0.13,0.04,0.88,0.77,0.17,0.5,0.41,0.19,Low
1368,9,0.0,0.53,0.51,0.43,0.0,0.26,0.38,0.25,0.26,0.68,0.06,Low
1369,6,0.07,0.73,0.64,0.42,0.02,0.25,0.32,0.4,0.28,0.64,0.14,Low
1370,48,0.0,0.17,0.16,0.15,0.02,0.47,0.65,0.21,0.69,0.29,0.35,Medium
1371,55,0.01,0.16,0.26,0.15,0.03,0.44,0.33,0.49,0.49,0.33,0.02,Low
1372,6,0.02,0.33,0.32,0.22,0.03,0.8,0.71,0.14,0.49,0.49,0.36,Medium
1373,6,0.11,0.42,0.38,0.29,0.05,0.16,0.26,0.23,0.37,0.62,0.39,Medium
1374,46,0.0,0.26,0.31,0.25,0.01,0.26,0.24,0.45,0.08,0.75,0.12,Low
1375,42,0.07,0.15,0.19,0.18,0.08,0.32,0.46,0.13,0.53,0.29,0.13,Low
1376,6,0.1,0.41,0.36,0.23,0.08,0.29,0.46,0.14,0.53,0.5,0.57,High
1377,5,0.03,0.23,0.23,0.23,0.02,0.45,0.52,0.2,0.17,0.58,0.07,Low
1378,28,0.3,0.19,0.21,0.24,0.39,0.31,0.43,0.43,0.58,0.44,0.59,High
1379,28,0.0,0.05,0.07,0.11,0.04,0.54,0.63,0.24,0.75,0.16,0.31,Medium
1380,37,0.01,0.08,0.1,0.13,0.03,0.62,0.63,0.22,0.55,0.17,0.34,Medium
1381,9,0.0,0.64,0.63,0.66,0.0,0.15,0.19,0.49,0.17,0.6,0.02,Low
1382,53,0.0,0.19,0.22,0.2,0.01,0.45,0.45,0.22,0.4,0.4,0.47,High
1383,39,0.03,0.16,0.21,0.14,0.05,0.14,0.22,0.54,0.43,0.39,0.16,Low
1384,6,0.01,0.7,0.63,0.49,0.01,0.11,0.17,0.51,0.09,0.77,0.15,Low
1385,38,0.01,0.17,0.24,0.21,0.01,0.55,0.41,0.3,0.2,0.5,0.05,Low
1386,6,0.0,0.55,0.49,0.49,0.0,0.17,0.22,0.47,0.23,0.64,0.15,Low
1387,34,0.02,0.76,0.69,0.53,0.0,0.18,0.22,0.48,0.15,0.71,0.04,Low
1388,36,0.07,0.15,0.23,0.24,0.09,0.34,0.45,0.31,0.54,0.3,0.12,Low
1389,12,0.04,0.17,0.19,0.24,0.06,0.42,0.51,0.26,0.51,0.33,0.39,Medium
1390,25,0.07,0.49,0.51,0.45,0.02,0.1,0.19,0.34,0.33,0.64,0.18,Low
1391,18,0.0,0.32,0.35,0.34,0.0,0.51,0.43,0.25,0.08,0.67,0.1,Low
1392,12,0.08,0.12,0.15,0.23,0.12,0.3,0.45,0.25,0.51,0.26,0.86,High
1393,51,0.02,0.25,0.26,0.23,0.03,0.43,0.57,0.14,0.46,0.46,0.29,Medium
1394,39,0.01,0.18,0.22,0.22,0.02,0.29,0.39,0.14,0.55,0.38,0.07,Low
1395,48,0.02,0.69,1.0,1.0,0.01,0.02,0.01,1.0,0.12,0.44,0.06,Low
1396,34,0.02,0.47,0.48,0.41,0.01,0.25,0.38,0.31,0.49,0.55,0.2,Low
1397,45,0.05,0.16,0.15,0.22,0.07,0.35,0.37,0.32,0.32,0.56,0.6,High
1398,48,0.02,0.24,0.26,0.24,0.03,0.43,0.54,0.2,0.57,0.36,0.14,Low
1399,34,0.0,0.43,0.43,0.35,0.01,0.38,0.43,0.22,0.24,0.62,0.12,Low
1400,9,0.01,0.8,0.73,0.56,0.0,0.13,0.16,0.59,0.23,0.72,0.04,Low
1401,34,0.01,0.64,0.59,0.49,0.0,0.2,0.28,0.45,0.3,0.67,0.12,Low
1402,6,0.03,0.23,0.17,0.06,0.05,1.0,1.0,0.0,0.85,0.47,0.36,Medium
1403,40,0.03,0.24,0.28,0.3,0.02,0.25,0.33,0.34,0.28,0.46,0.1,Low
1404,48,0.01,0.21,0.25,0.19,0.03,0.41,0.51,0.25,0.47,0.44,0.27,Medium
1405,25,0.0,0.76,0.72,0.55,0.0,0.07,0.08,0.67,0.31,0.75,0.02,Low
1406,25,0.02,0.44,0.46,0.37,0.01,0.36,0.4,0.37,0.42,0.58,0.01,Low
1407,49,0.01,0.19,0.22,0.13,0.02,0.1,0.17,0.43,0.35,0.5,0.04,Low
1408,34,0.03,0.63,0.63,0.59,0.01,0.22,0.31,0.49,0.19,0.51,0.03,Low
1409,34,0.04,0.74,0.74,0.64,0.01,0.15,0.2,0.67,0.26,0.62,0.11,Low
1410,12,0.09,0.21,0.24,0.32,0.04,0.21,0.39,0.21,0.2,0.25,0.26,Medium
1411,27,0.01,0.35,0.39,0.35,0.01,0.19,0.25,0.3,0.25,0.52,0.15,Low
1412,9,0.0,0.4,0.42,0.4,0.01,0.38,0.49,0.23,0.46,0.55,0.08,Low
1413,6,0.02,0.34,0.27,0.13,0.04,1.0,1.0,0.06,0.65,0.49,0.47,High
1414,29,0.03,0.5,0.55,0.58,0.01,0.17,0.18,0.7,0.14,0.54,0.1,Low
1415,18,0.01,0.3,0.3,0.33,0.01,0.25,0.39,0.15,0.24,0.5,0.07,Low
1416,6,0.04,0.69,0.71,0.59,0.01,0.06,0.1,0.84,0.23,0.52,0.15,Low
1417,29,0.0,0.31,0.32,0.28,0.0,0.58,0.43,0.21,0.18,0.61,0.21,Low
1418,34,0.06,0.64,0.62,0.41,0.01,0.2,0.25,0.51,0.26,0.64,0.13,Low
1419,41,0.01,0.56,0.53,0.52,0.01,0.06,0.11,0.59,0.1,0.73,0.12,Low
1420,39,0.08,0.19,0.21,0.2,0.09,0.42,0.58,0.14,0.52,0.35,0.59,High
1421,25,0.05,0.26,0.29,0.24,0.05,0.46,0.54,0.2,0.61,0.38,0.7,High
1422,39,0.0,0.43,0.4,0.33,0.01,0.18,0.32,0.26,0.27,0.56,0.03,Low
1423,42,0.01,0.22,0.28,0.3,0.01,0.61,0.6,0.17,0.16,0.48,0.06,Low
1424,9,0.04,0.39,0.43,0.39,0.02,0.44,0.47,0.24,0.29,0.56,0.1,Low
1425,55,0.07,0.33,0.34,0.32,0.04,0.21,0.31,0.24,0.35,0.59,0.08,Low
1426,34,0.02,0.66,0.72,0.68,0.01,0.19,0.19,0.66,0.09,0.7,0.11,Low
1427,48,0.0,0.15,0.18,0.17,0.03,0.57,0.67,0.2,0.22,0.37,0.15,Low
1428,37,0.01,0.16,0.18,0.2,0.03,0.42,0.51,0.22,0.44,0.42,0.51,High
1429,1,0.02,0.88,0.98,1.0,0.0,0.02,0.02,1.0,0.04,0.46,0.02,Low
1430,44,0.01,0.51,0.48,0.44,0.01,0.2,0.22,0.56,0.32,0.61,0.06,Low
1431,48,0.0,0.17,0.22,0.16,0.02,0.67,0.62,0.16,0.67,0.36,0.51,High
1432,12,0.06,0.32,0.33,0.56,0.05,0.33,0.43,0.34,0.46,0.21,0.58,High
1433,25,0.0,1.0,1.0,1.0,0.0,0.04,0.02,1.0,0.18,0.47,0.05,Low
1434,34,0.01,1.0,1.0,1.0,0.0,0.1,0.1,1.0,0.07,0.51,0.05,Low
1435,12,0.04,0.24,0.29,0.4,0.02,0.18,0.3,0.29,0.2,0.23,0.21,Low
1436,6,0.32,0.25,0.24,0.21,0.4,0.61,0.58,0.23,0.7,0.31,0.65,High
1437,36,0.12,0.78,0.82,0.84,0.03,0.16,0.19,0.76,0.24,0.6,0.1,Low
1438,48,0.02,0.16,0.16,0.17,0.04,0.69,0.66,0.21,0.52,0.46,0.23,Low
1439,34,0.01,0.44,0.46,0.44,0.0,0.51,0.56,0.23,0.29,0.51,0.05,Low
1440,34,0.0,0.35,0.43,0.48,0.01,0.19,0.34,0.23,0.16,0.52,0.13,Low
1441,36,0.36,0.18,0.2,0.22,0.48,0.38,0.54,0.29,0.58,0.41,0.48,High
1442,53,0.04,0.51,0.54,0.51,0.01,0.06,0.07,0.67,0.12,0.81,0.06,Low
1443,6,0.05,0.65,0.62,0.47,0.03,0.33,0.3,0.48,0.23,0.72,0.14,Low
1444,35,0.03,0.18,0.18,0.17,0.06,0.55,0.59,0.2,0.49,0.34,0.54,High
1445,34,0.04,0.67,0.76,0.82,0.02,0.14,0.2,0.81,0.32,0.62,0.21,Low
1446,6,0.03,0.32,0.29,0.22,0.04,0.42,0.57,0.12,0.68,0.41,0.25,Low
1447,41,0.06,0.19,0.3,0.23,0.07,0.08,0.11,0.8,0.33,0.35,0.09,Low
1448,55,0.03,0.51,0.48,0.41,0.01,0.23,0.24,0.31,0.15,0.68,0.04,Low
1449,34,0.06,0.36,0.39,0.36,0.04,0.63,0.62,0.28,0.5,0.51,0.12,Low
1450,1,0.3,0.18,0.21,0.25,0.39,0.31,0.43,0.34,0.61,0.36,0.44,High
1451,22,0.03,0.13,0.15,0.16,0.07,0.66,0.66,0.19,0.55,0.23,0.6,High
1452,12,0.0,0.47,0.43,0.31,0.01,0.08,0.14,0.56,0.18,0.77,0.34,Medium
1453,18,0.08,0.12,0.16,0.18,0.09,0.3,0.48,0.24,0.55,0.24,0.13,Low
1454,25,0.0,0.65,0.63,0.58,0.0,0.11,0.16,0.59,0.3,0.78,0.15,Low
1455,8,0.13,0.45,0.44,0.36,0.05,0.1,0.18,0.4,0.3,0.73,0.11,Low
1456,6,0.01,0.16,0.13,0.1,0.02,0.64,0.75,0.06,0.86,0.0,0.32,Medium
1457,34,0.02,0.49,0.49,0.39,0.01,0.4,0.49,0.26,0.39,0.64,0.38,Medium
1458,25,0.02,0.65,0.64,0.51,0.0,0.1,0.17,0.51,0.27,0.63,0.12,Low
1459,6,0.09,0.4,0.43,0.43,0.03,0.25,0.34,0.26,0.31,0.47,0.37,Medium
1460,9,0.02,0.56,0.54,0.43,0.0,0.34,0.4,0.31,0.3,0.65,0.08,Low
1461,49,0.01,0.33,0.28,0.12,0.01,0.05,0.22,0.32,0.33,0.54,0.04,Low
1462,13,0.01,0.69,0.62,0.48,0.0,0.07,0.07,0.62,0.23,0.6,0.0,Low
1463,9,0.01,0.91,0.96,1.0,0.0,0.1,0.1,0.86,0.06,0.62,0.02,Low
1464,34,0.01,0.61,0.57,0.5,0.0,0.17,0.2,0.4,0.13,0.77,0.03,Low
1465,2,0.35,0.53,0.53,0.5,0.14,0.09,0.14,0.43,0.4,0.75,0.36,Medium
1466,25,0.03,0.34,0.38,0.37,0.02,0.22,0.36,0.3,0.3,0.54,0.25,Low
1467,34,0.01,0.51,0.53,0.58,0.01,0.3,0.36,0.52,0.29,0.63,0.33,Medium
1468,27,0.01,0.31,0.38,0.2,0.01,0.26,0.25,0.58,0.13,0.57,0.04,Low
1469,48,0.06,0.19,0.24,0.27,0.08,0.38,0.45,0.32,0.42,0.4,0.48,High
1470,48,0.0,0.04,0.02,0.03,0.04,1.0,1.0,0.1,0.93,0.17,0.13,Low
1471,18,0.03,0.35,0.38,0.38,0.01,0.19,0.28,0.29,0.1,0.71,0.01,Low
1472,48,0.0,0.1,0.1,0.13,0.03,0.98,0.87,0.11,0.79,0.2,0.29,Medium
1473,39,0.0,0.2,0.23,0.22,0.01,0.24,0.45,0.13,0.3,0.36,0.02,Low
1474,25,0.02,0.64,0.6,0.45,0.0,0.12,0.19,0.49,0.3,0.65,0.03,Low
1475,12,0.0,0.16,0.17,0.23,0.02,0.35,0.52,0.24,0.47,0.15,0.21,Low
1476,42,0.12,0.16,0.21,0.2,0.11,0.38,0.51,0.2,0.41,0.28,0.12,Low
1477,6,0.21,0.42,0.37,0.24,0.16,0.82,0.68,0.19,0.42,0.6,0.41,High
1478,34,0.02,0.56,0.55,0.47,0.01,0.24,0.29,0.38,0.29,0.61,0.06,Low
1479,6,0.02,0.28,0.25,0.16,0.03,0.52,0.63,0.1,0.65,0.35,0.57,High
1480,37,0.01,0.18,0.21,0.23,0.02,0.6,0.7,0.18,0.42,0.41,0.37,Medium
1481,47,0.96,0.18,0.2,0.22,1.0,0.37,0.51,0.27,0.58,0.42,0.67,High
1482,18,0.03,0.3,0.29,0.3,0.02,0.17,0.35,0.27,0.27,0.72,0.11,Low
1483,34,0.0,0.51,0.53,0.49,0.01,0.29,0.36,0.33,0.25,0.64,0.03,Low
1484,34,0.0,0.38,0.4,0.36,0.01,0.65,0.6,0.22,0.26,0.47,0.1,Low
1485,55,0.01,0.52,0.48,0.39,0.0,0.14,0.2,0.34,0.1,0.81,0.03,Low
1486,22,0.07,0.08,0.1,0.17,0.17,0.49,0.55,0.38,0.83,0.21,0.81,High
1487,24,0.05,0.38,0.39,0.35,0.03,0.29,0.37,0.38,0.14,0.7,0.51,High
1488,53,0.01,0.25,0.29,0.29,0.02,0.22,0.3,0.27,0.36,0.47,0.09,Low
1489,34,0.03,0.78,0.72,0.6,0.0,0.1,0.12,0.71,0.17,0.84,0.01,Low
1490,6,0.0,1.0,1.0,1.0,0.0,0.04,0.03,0.94,0.09,0.38,0.03,Low
1491,6,0.16,0.58,0.56,0.48,0.08,0.28,0.3,0.41,0.25,0.68,0.2,Low
1492,13,0.01,0.08,0.1,0.13,0.04,0.7,0.78,0.16,0.53,0.17,0.3,Medium
1493,39,0.06,0.5,0.48,0.4,0.01,0.11,0.22,0.35,0.2,0.66,0.03,Low
1494,34,0.05,0.24,0.23,0.24,0.06,1.0,0.9,0.18,0.57,0.48,0.23,Low
1495,6,0.0,0.73,0.83,1.0,0.0,0.04,0.03,0.98,0.11,0.65,0.12,Low
1496,48,0.0,0.4,0.36,0.28,0.0,0.12,0.11,0.33,0.24,0.74,0.11,Low
1497,35,0.0,0.08,0.08,0.11,0.03,0.64,0.67,0.33,0.65,0.28,0.12,Low
1498,42,0.04,0.47,0.45,0.35,0.01,0.15,0.29,0.22,0.25,0.66,0.06,Low
1499,51,0.03,0.58,0.55,0.46,0.01,0.21,0.26,0.41,0.15,0.84,0.12,Low
1500,6,0.01,1.0,1.0,1.0,0.0,0.06,0.04,1.0,0.17,0.47,0.04,Low
1501,6,0.05,0.39,0.36,0.26,0.04,0.32,0.43,0.14,0.44,0.51,0.25,Low
1502,53,0.27,0.23,0.26,0.24,0.26,0.23,0.35,0.24,0.46,0.4,0.76,High
1503,25,0.0,0.27,0.31,0.34,0.0,0.1,0.19,0.41,0.6,0.19,0.15,Low
1504,36,0.02,0.29,0.31,0.31,0.02,0.45,0.54,0.29,0.33,0.44,0.14,Low
1505,1,0.01,0.23,0.29,0.27,0.02,0.51,0.59,0.32,0.37,0.43,0.23,Low
1506,45,0.0,0.11,0.13,0.15,0.02,0.93,0.94,0.13,0.4,0.35,0.55,High
1507,53,0.03,0.16,0.22,0.21,0.04,0.3,0.35,0.25,0.61,0.26,0.37,Medium
1508,37,0.05,0.14,0.15,0.19,0.07,0.41,0.43,0.24,0.28,0.51,0.61,High
1509,22,0.1,0.16,0.18,0.22,0.15,0.52,0.53,0.28,0.72,0.29,0.37,Medium
1510,41,0.16,0.22,0.26,0.26,0.13,0.23,0.31,0.34,0.4,0.36,0.14,Low
1511,34,0.04,0.38,0.3,0.51,0.05,0.6,0.52,0.65,0.38,0.62,0.32,Medium
1512,36,0.25,0.16,0.21,0.21,0.31,0.38,0.5,0.35,0.53,0.33,0.35,Medium
1513,12,0.09,0.33,0.35,0.32,0.04,0.21,0.35,0.26,0.28,0.42,0.21,Low
1514,10,0.03,0.32,0.36,0.31,0.03,0.21,0.29,0.42,0.21,0.61,0.37,Medium
1515,29,0.0,0.48,0.47,0.46,0.0,0.18,0.27,0.47,0.23,0.48,0.05,Low
1516,9,0.0,0.56,0.55,0.43,0.0,0.1,0.22,0.42,0.27,0.73,0.03,Low
1517,34,0.0,0.4,0.46,0.46,0.01,0.16,0.31,0.33,0.24,0.66,0.14,Low
1518,25,0.02,0.27,0.32,0.28,0.02,0.55,0.56,0.21,0.63,0.36,0.34,Medium
1519,34,0.0,0.89,0.86,0.78,0.0,0.05,0.07,0.88,0.07,0.57,0.03,Low
1520,25,0.0,0.77,0.79,0.73,0.0,0.1,0.1,0.76,0.29,0.53,0.03,Low
1521,34,0.04,0.54,0.51,0.38,0.01,0.22,0.34,0.25,0.34,0.63,0.03,Low
1522,42,0.05,0.58,0.55,0.42,0.01,0.15,0.24,0.42,0.17,0.64,0.04,Low
1523,28,0.01,0.09,0.21,0.17,0.05,0.27,0.34,0.67,0.42,0.38,0.29,Medium
1524,34,0.01,0.17,0.18,0.18,0.04,0.58,0.73,0.13,0.67,0.3,0.93,High
1525,39,0.02,0.29,0.32,0.26,0.02,0.26,0.4,0.26,0.25,0.53,0.05,Low
1526,33,0.01,0.29,0.32,0.33,0.01,0.29,0.39,0.27,0.5,0.49,0.26,Medium
1527,6,0.06,0.37,0.33,0.33,0.04,0.15,0.33,0.23,0.51,0.4,0.28,Medium
1528,25,0.06,0.3,0.36,0.35,0.04,0.23,0.37,0.3,0.49,0.42,0.22,Low
1529,48,0.03,0.61,0.6,0.49,0.01,0.1,0.16,0.57,0.14,0.85,0.12,Low
1530,34,0.01,0.41,0.47,0.46,0.0,0.17,0.28,0.42,0.07,0.49,0.13,Low
1531,33,0.02,0.68,0.62,0.48,0.0,0.07,0.13,0.53,0.29,0.84,0.01,Low
1532,6,0.09,0.5,0.46,0.32,0.05,0.18,0.34,0.2,0.44,0.62,0.49,High
1533,6,0.01,0.57,0.58,0.63,0.01,0.1,0.14,0.52,0.16,0.76,0.18,Low
1534,6,0.21,0.47,0.41,0.3,0.13,0.39,0.44,0.25,0.38,0.59,0.25,Low
1535,34,0.02,0.48,0.5,0.64,0.01,0.47,0.43,0.42,0.35,0.48,0.05,Low
1536,22,0.3,0.17,0.19,0.22,0.45,0.34,0.44,0.31,0.79,0.34,0.53,High
1537,21,0.0,0.16,0.19,0.18,0.02,0.5,0.58,0.25,0.51,0.36,0.32,Medium
1538,6,0.04,0.33,0.3,0.25,0.05,0.28,0.44,0.21,0.57,0.49,0.36,Medium
1539,12,0.06,0.25,0.32,0.41,0.04,0.3,0.44,0.25,0.27,0.21,0.34,Medium
1540,36,0.09,0.14,0.19,0.19,0.13,0.52,0.57,0.18,0.63,0.26,0.18,Low
1541,45,0.02,0.36,0.39,0.36,0.03,0.33,0.35,0.53,0.28,0.39,0.21,Low
1542,6,0.17,0.5,0.51,0.48,0.1,0.27,0.28,0.48,0.26,0.64,0.22,Low
1543,29,0.0,0.24,0.23,0.19,0.02,0.37,0.5,0.11,0.82,0.51,0.35,Medium
1544,27,0.58,0.23,0.28,0.33,0.6,0.22,0.29,0.49,0.42,0.56,0.75,High
1545,21,0.01,0.32,0.35,0.26,0.01,0.34,0.4,0.21,0.16,0.63,0.19,Low
1546,36,0.01,0.15,0.27,0.16,0.02,0.26,0.34,0.5,0.31,0.23,0.05,Low
1547,6,0.01,0.38,0.4,0.36,0.01,0.35,0.4,0.36,0.19,0.66,0.2,Low
1548,25,0.01,0.47,0.43,0.34,0.01,0.41,0.46,0.29,0.26,0.61,0.08,Low
1549,13,0.0,0.54,0.52,0.53,0.0,0.07,0.1,0.6,0.1,0.8,0.03,Low
1550,9,0.03,0.64,0.61,0.5,0.01,0.23,0.3,0.45,0.25,0.65,0.03,Low
1551,21,0.01,0.23,0.21,0.18,0.01,0.54,0.62,0.15,0.3,0.62,0.19,Low
1552,23,0.02,0.26,0.28,0.29,0.02,0.35,0.39,0.3,0.42,0.5,0.03,Low
1553,55,0.03,0.15,0.19,0.19,0.04,0.27,0.38,0.24,0.65,0.35,0.11,Low
1554,45,0.0,0.19,0.23,0.23,0.01,0.38,0.5,0.24,0.22,0.58,0.78,High
1555,25,0.08,0.45,0.47,0.4,0.03,0.25,0.35,0.37,0.35,0.53,0.32,Medium
1556,40,0.06,0.18,0.21,0.23,0.06,0.29,0.41,0.27,0.41,0.41,0.37,Medium
1557,6,0.01,0.56,0.53,0.44,0.01,0.13,0.23,0.32,0.25,0.64,0.33,Medium
1558,5,0.01,0.21,0.24,0.22,0.02,0.48,0.52,0.21,0.29,0.4,0.19,Low
1559,40,0.04,0.11,0.26,0.19,0.07,0.14,0.16,0.72,0.38,0.38,0.11,Low
1560,6,0.04,0.47,0.44,0.31,0.02,0.31,0.39,0.18,0.46,0.6,0.29,Medium
1561,34,0.0,0.57,0.57,0.44,0.0,0.59,0.56,0.25,0.2,0.42,0.08,Low
1562,55,0.01,0.39,0.43,0.43,0.01,0.08,0.1,0.61,0.05,0.91,0.1,Low
1563,12,0.06,0.17,0.19,0.25,0.08,0.4,0.55,0.25,0.38,0.45,1.0,High
1564,34,0.0,0.38,0.37,0.42,0.01,0.52,0.51,0.44,0.54,0.58,0.24,Low
1565,48,0.02,0.49,0.44,0.34,0.01,0.14,0.22,0.45,0.18,0.81,0.04,Low
1566,48,0.28,0.21,0.25,0.24,0.32,0.39,0.42,0.41,0.41,0.5,0.27,Medium
1567,22,0.1,0.31,0.3,0.26,0.09,0.3,0.38,0.33,0.44,0.6,0.5,High
1568,56,0.01,0.2,0.24,0.24,0.01,0.29,0.34,0.26,0.35,0.45,0.06,Low
1569,6,0.08,0.33,0.3,0.24,0.07,0.7,0.69,0.22,0.42,0.42,0.53,High
1570,1,0.01,0.18,0.26,0.26,0.02,0.48,0.62,0.26,0.32,0.23,0.53,High
1571,40,0.07,0.43,0.44,0.41,0.03,0.08,0.14,0.71,0.2,0.69,0.07,Low
1572,55,0.01,0.24,0.26,0.24,0.01,0.42,0.41,0.22,0.23,0.51,0.11,Low
1573,53,0.0,0.2,0.22,0.19,0.02,0.34,0.47,0.12,0.69,0.31,0.31,Medium
1574,35,0.06,0.17,0.17,0.19,0.08,0.5,0.53,0.23,0.4,0.31,0.34,Medium
1575,51,0.23,0.4,0.37,0.3,0.12,0.27,0.39,0.26,0.23,0.63,0.18,Low
1576,6,0.15,0.57,0.54,0.41,0.05,0.15,0.22,0.33,0.28,0.69,0.14,Low
1577,16,0.05,0.3,0.31,0.27,0.04,0.17,0.26,0.41,0.27,0.59,0.14,Low
1578,55,0.0,0.25,0.28,0.33,0.01,0.39,0.36,0.22,0.22,0.61,0.03,Low
1579,9,0.01,0.54,0.52,0.49,0.0,0.25,0.3,0.35,0.24,0.5,0.14,Low
1580,12,0.0,0.14,0.12,0.13,0.02,0.78,0.83,0.11,0.93,0.28,0.45,High
1581,39,0.0,0.6,0.67,0.81,0.01,0.03,0.05,0.96,0.1,0.6,0.12,Low
1582,35,0.01,0.25,0.23,0.18,0.04,0.38,0.43,0.25,0.35,0.57,0.66,High
1583,40,0.08,0.43,0.39,0.3,0.03,0.11,0.15,0.39,0.19,0.73,0.07,Low
1584,24,0.02,0.53,0.52,0.57,0.01,0.12,0.21,0.59,0.07,0.96,0.26,Medium
1585,48,0.03,0.1,0.08,0.06,0.1,1.0,0.84,0.18,0.84,0.11,0.07,Low
1586,55,0.06,0.26,0.3,0.26,0.04,0.39,0.42,0.2,0.31,0.54,0.06,Low
1587,47,0.06,0.19,0.26,0.27,0.07,0.47,0.5,0.41,0.41,0.37,0.1,Low
1588,39,0.0,0.19,0.23,0.22,0.01,0.33,0.48,0.16,0.44,0.34,0.04,Low
1589,48,0.03,0.56,0.54,0.44,0.01,0.11,0.18,0.47,0.22,0.8,0.11,Low
1590,37,0.08,0.18,0.22,0.27,0.09,0.32,0.43,0.36,0.33,0.38,0.29,Medium
1591,39,0.01,0.42,0.39,0.34,0.01,0.12,0.24,0.38,0.3,0.71,0.13,Low
1592,55,0.01,0.23,0.26,0.27,0.02,0.38,0.36,0.18,0.45,0.34,0.11,Low
1593,39,0.0,0.5,0.48,0.41,0.0,0.25,0.37,0.26,0.24,0.34,0.02,Low
1594,34,0.06,0.29,0.33,0.27,0.06,0.39,0.47,0.26,0.46,0.22,0.24,Low
1595,45,0.14,0.19,0.22,0.24,0.15,0.31,0.41,0.51,0.35,0.46,0.87,High
1596,48,0.02,0.6,0.53,0.41,0.0,0.07,0.14,0.44,0.14,0.87,0.14,Low
1597,24,0.02,0.08,0.12,0.2,0.05,0.48,0.56,0.16,0.72,0.12,0.46,High
1598,6,0.11,0.44,0.45,0.5,0.04,0.14,0.18,0.5,0.17,0.7,0.25,Low
1599,25,0.01,0.53,0.49,0.37,0.01,0.17,0.27,0.35,0.29,0.68,0.08,Low
1600,49,0.01,0.37,0.34,0.23,0.01,0.13,0.26,0.35,0.45,0.47,0.04,Low
1601,5,0.01,0.04,0.06,0.07,0.05,0.69,0.68,0.18,1.0,0.14,0.54,High
1602,4,0.13,0.44,0.4,0.33,0.08,0.19,0.23,0.42,0.25,0.78,0.09,Low
1603,32,0.07,0.34,0.36,0.32,0.03,0.17,0.29,0.24,0.26,0.74,0.2,Low
1604,36,0.02,0.17,0.24,0.23,0.02,0.43,0.55,0.18,0.6,0.3,0.02,Low
1605,36,0.0,0.28,0.31,0.31,0.01,0.26,0.34,0.34,0.43,0.49,0.04,Low
1606,42,0.0,0.27,0.33,0.28,0.0,0.23,0.31,0.25,0.26,0.42,0.1,Low
1607,6,0.04,0.36,0.3,0.13,0.05,0.8,0.88,0.1,0.62,0.46,0.69,High
1608,13,0.02,0.21,0.17,0.16,0.03,0.11,0.19,0.3,0.49,0.68,0.13,Low
1609,55,0.01,0.39,0.38,0.33,0.01,0.18,0.19,0.28,0.18,0.78,0.06,Low
1610,24,0.02,0.22,0.21,0.25,0.03,0.36,0.48,0.31,0.34,0.54,0.91,High
1611,25,0.01,0.41,0.43,0.34,0.0,0.56,0.52,0.33,0.38,0.5,0.04,Low
1612,6,0.06,0.29,0.25,0.14,0.07,0.94,0.89,0.09,0.67,0.47,0.81,High
1613,49,0.02,0.39,0.35,0.22,0.01,0.07,0.17,0.24,0.21,0.72,0.15,Low
1614,34,0.03,0.96,0.89,0.7,0.01,0.08,0.14,0.72,0.2,0.56,0.07,Low
1615,6,0.0,1.0,1.0,1.0,0.0,0.01,0.03,1.0,0.02,0.57,0.06,Low
1616,34,0.01,0.61,0.62,0.49,0.0,0.25,0.31,0.33,0.22,0.58,0.02,Low
1617,2,0.03,0.34,0.3,0.33,0.03,0.14,0.22,0.28,0.57,0.69,0.31,Medium
1618,47,0.01,0.97,0.89,0.77,0.0,0.02,0.05,0.9,0.14,0.61,0.03,Low
1619,6,0.05,0.33,0.3,0.2,0.05,0.64,0.66,0.18,0.54,0.56,0.27,Medium
1620,48,0.01,0.14,0.17,0.18,0.03,0.53,0.58,0.18,0.41,0.32,0.11,Low
1621,48,0.03,0.57,0.51,0.36,0.01,0.14,0.25,0.23,0.31,0.67,0.09,Low
